experiment_start=2026-07-13T02:46:11Z description=raise matrix Muon weight decay from 0.20 to 0.22
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 3, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 20,971,520
  total                   : 29,360,128
Estimated FLOPs per token: 2.516582e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011366 | lrm: 1.00 | dt: 2683ms | tok/sec: 48,857 | mfu: 1.2% | epoch: 1 | remaining: 180s    
step 00001 (0.0%) | loss: 8.861592 | lrm: 1.00 | dt: 89ms | tok/sec: 1,478,442 | mfu: 37.6% | epoch: 1 | remaining: 180s    
step 00002 (0.0%) | loss: 8.518883 | lrm: 1.00 | dt: 92ms | tok/sec: 1,420,957 | mfu: 36.1% | epoch: 1 | remaining: 180s    
step 00003 (0.0%) | loss: 8.085537 | lrm: 1.00 | dt: 93ms | tok/sec: 1,416,743 | mfu: 36.0% | epoch: 1 | remaining: 180s    
step 00004 (0.0%) | loss: 7.695771 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,915 | mfu: 35.9% | epoch: 1 | remaining: 180s    
step 00005 (0.0%) | loss: 7.400745 | lrm: 1.00 | dt: 93ms | tok/sec: 1,412,977 | mfu: 35.9% | epoch: 1 | remaining: 180s    
step 00006 (0.0%) | loss: 7.152973 | lrm: 1.00 | dt: 93ms | tok/sec: 1,414,413 | mfu: 36.0% | epoch: 1 | remaining: 180s    
step 00007 (0.0%) | loss: 6.946647 | lrm: 1.00 | dt: 93ms | tok/sec: 1,414,861 | mfu: 36.0% | epoch: 1 | remaining: 180s    
step 00008 (0.0%) | loss: 6.772536 | lrm: 1.00 | dt: 92ms | tok/sec: 1,420,656 | mfu: 36.1% | epoch: 1 | remaining: 180s    
step 00009 (0.0%) | loss: 6.626130 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,478 | mfu: 35.8% | epoch: 1 | remaining: 180s    
step 00010 (0.0%) | loss: 6.500462 | lrm: 1.00 | dt: 99ms | tok/sec: 1,318,561 | mfu: 33.5% | epoch: 1 | remaining: 180s    
step 00011 (0.0%) | loss: 6.389210 | lrm: 1.00 | dt: 101ms | tok/sec: 1,300,916 | mfu: 33.1% | epoch: 1 | remaining: 180s    
step 00012 (0.1%) | loss: 6.297286 | lrm: 1.00 | dt: 95ms | tok/sec: 1,384,290 | mfu: 35.2% | epoch: 1 | remaining: 180s    
step 00048 (1.9%) | loss: 5.379311 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,486 | mfu: 35.5% | epoch: 1 | remaining: 176s    
step 00049 (2.0%) | loss: 5.369279 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,735 | mfu: 35.5% | epoch: 1 | remaining: 176s    
step 00050 (2.1%) | loss: 5.359680 | lrm: 1.00 | dt: 95ms | tok/sec: 1,381,552 | mfu: 35.1% | epoch: 1 | remaining: 176s    
step 00051 (2.1%) | loss: 5.346796 | lrm: 1.00 | dt: 94ms | tok/sec: 1,388,570 | mfu: 35.3% | epoch: 1 | remaining: 176s    
step 00052 (2.2%) | loss: 5.332422 | lrm: 1.00 | dt: 95ms | tok/sec: 1,384,398 | mfu: 35.2% | epoch: 1 | remaining: 176s    
step 00053 (2.2%) | loss: 5.322610 | lrm: 1.00 | dt: 95ms | tok/sec: 1,377,506 | mfu: 35.0% | epoch: 1 | remaining: 176s    
step 00054 (2.3%) | loss: 5.311355 | lrm: 1.00 | dt: 95ms | tok/sec: 1,380,345 | mfu: 35.1% | epoch: 1 | remaining: 176s    
step 00055 (2.3%) | loss: 5.299916 | lrm: 1.00 | dt: 95ms | tok/sec: 1,386,203 | mfu: 35.3% | epoch: 1 | remaining: 176s    
step 00056 (2.4%) | loss: 5.289305 | lrm: 1.00 | dt: 99ms | tok/sec: 1,330,180 | mfu: 33.8% | epoch: 1 | remaining: 176s    
step 00057 (2.4%) | loss: 5.281063 | lrm: 1.00 | dt: 93ms | tok/sec: 1,402,434 | mfu: 35.7% | epoch: 1 | remaining: 176s    
step 00058 (2.5%) | loss: 5.274264 | lrm: 1.00 | dt: 95ms | tok/sec: 1,376,316 | mfu: 35.0% | epoch: 1 | remaining: 175s    
step 00059 (2.5%) | loss: 5.261281 | lrm: 1.00 | dt: 94ms | tok/sec: 1,401,119 | mfu: 35.6% | epoch: 1 | remaining: 175s    
step 00060 (2.6%) | loss: 5.250920 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,034 | mfu: 35.8% | epoch: 1 | remaining: 175s    
step 00061 (2.6%) | loss: 5.235226 | lrm: 1.00 | dt: 95ms | tok/sec: 1,383,096 | mfu: 35.2% | epoch: 1 | remaining: 175s    
step 00062 (2.7%) | loss: 5.224991 | lrm: 1.00 | dt: 93ms | tok/sec: 1,408,077 | mfu: 35.8% | epoch: 1 | remaining: 175s    
step 00063 (2.7%) | loss: 5.216106 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,409 | mfu: 35.5% | epoch: 1 | remaining: 175s    
step 00064 (2.8%) | loss: 5.207839 | lrm: 1.00 | dt: 95ms | tok/sec: 1,377,685 | mfu: 35.0% | epoch: 1 | remaining: 175s    
step 00065 (2.8%) | loss: 5.197396 | lrm: 1.00 | dt: 95ms | tok/sec: 1,383,806 | mfu: 35.2% | epoch: 1 | remaining: 175s    
step 00066 (2.9%) | loss: 5.186402 | lrm: 1.00 | dt: 95ms | tok/sec: 1,377,243 | mfu: 35.0% | epoch: 1 | remaining: 175s    
step 00067 (2.9%) | loss: 5.178419 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,963 | mfu: 35.3% | epoch: 1 | remaining: 175s    
step 00068 (3.0%) | loss: 5.169252 | lrm: 1.00 | dt: 95ms | tok/sec: 1,384,914 | mfu: 35.2% | epoch: 1 | remaining: 175s    
step 00069 (3.0%) | loss: 5.156882 | lrm: 1.00 | dt: 95ms | tok/sec: 1,384,590 | mfu: 35.2% | epoch: 1 | remaining: 174s    
step 00070 (3.1%) | loss: 5.147414 | lrm: 1.00 | dt: 94ms | tok/sec: 1,392,446 | mfu: 35.4% | epoch: 1 | remaining: 174s    
step 00071 (3.2%) | loss: 5.134508 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,340 | mfu: 35.5% | epoch: 1 | remaining: 174s    
step 00072 (3.2%) | loss: 5.124711 | lrm: 1.00 | dt: 95ms | tok/sec: 1,376,147 | mfu: 35.0% | epoch: 1 | remaining: 174s    
step 00073 (3.3%) | loss: 5.111148 | lrm: 1.00 | dt: 93ms | tok/sec: 1,407,695 | mfu: 35.8% | epoch: 1 | remaining: 174s    
step 00074 (3.3%) | loss: 5.102443 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,050 | mfu: 35.2% | epoch: 1 | remaining: 174s    
step 00075 (3.4%) | loss: 5.091234 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,382 | mfu: 35.6% | epoch: 1 | remaining: 174s    
step 00076 (3.4%) | loss: 5.079968 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,960 | mfu: 35.4% | epoch: 1 | remaining: 174s    
step 00077 (3.5%) | loss: 5.066633 | lrm: 1.00 | dt: 95ms | tok/sec: 1,382,007 | mfu: 35.1% | epoch: 1 | remaining: 174s    
step 00078 (3.5%) | loss: 5.052832 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,480 | mfu: 35.5% | epoch: 1 | remaining: 174s    
step 00079 (3.6%) | loss: 5.041875 | lrm: 1.00 | dt: 95ms | tok/sec: 1,373,404 | mfu: 34.9% | epoch: 1 | remaining: 173s    
step 00080 (3.6%) | loss: 5.032645 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,244 | mfu: 35.5% | epoch: 1 | remaining: 173s    
step 00081 (3.7%) | loss: 5.025297 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,141 | mfu: 35.2% | epoch: 1 | remaining: 173s    
step 00082 (3.7%) | loss: 5.012308 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,717 | mfu: 35.5% | epoch: 1 | remaining: 173s    
step 00083 (3.8%) | loss: 5.000116 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,084 | mfu: 35.8% | epoch: 1 | remaining: 173s    
step 00084 (3.8%) | loss: 4.989845 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,785 | mfu: 35.6% | epoch: 1 | remaining: 173s    
step 00085 (3.9%) | loss: 4.982065 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,841 | mfu: 35.5% | epoch: 1 | remaining: 173s    
step 00086 (3.9%) | loss: 4.970511 | lrm: 1.00 | dt: 94ms | tok/sec: 1,392,798 | mfu: 35.4% | epoch: 1 | remaining: 173s    
step 00087 (4.0%) | loss: 4.956464 | lrm: 1.00 | dt: 94ms | tok/sec: 1,393,423 | mfu: 35.4% | epoch: 1 | remaining: 173s    
step 00088 (4.0%) | loss: 4.946467 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,227 | mfu: 35.5% | epoch: 1 | remaining: 173s    
step 00089 (4.1%) | loss: 4.935619 | lrm: 1.00 | dt: 95ms | tok/sec: 1,373,764 | mfu: 34.9% | epoch: 1 | remaining: 173s    
step 00090 (4.1%) | loss: 4.925480 | lrm: 1.00 | dt: 94ms | tok/sec: 1,398,506 | mfu: 35.6% | epoch: 1 | remaining: 172s    
step 00091 (4.2%) | loss: 4.918456 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,662 | mfu: 35.7% | epoch: 1 | remaining: 172s    
step 00092 (4.3%) | loss: 4.906921 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,296 | mfu: 35.5% | epoch: 1 | remaining: 172s    
step 00093 (4.3%) | loss: 4.895129 | lrm: 1.00 | dt: 95ms | tok/sec: 1,375,965 | mfu: 35.0% | epoch: 1 | remaining: 172s    
step 00094 (4.4%) | loss: 4.883645 | lrm: 1.00 | dt: 94ms | tok/sec: 1,388,324 | mfu: 35.3% | epoch: 1 | remaining: 172s    
step 00095 (4.4%) | loss: 4.869553 | lrm: 1.00 | dt: 93ms | tok/sec: 1,407,782 | mfu: 35.8% | epoch: 1 | remaining: 172s    
step 00096 (4.5%) | loss: 4.859389 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,061 | mfu: 35.2% | epoch: 1 | remaining: 172s    
step 00097 (4.5%) | loss: 4.846939 | lrm: 1.00 | dt: 93ms | tok/sec: 1,405,065 | mfu: 35.7% | epoch: 1 | remaining: 172s    
step 00098 (4.6%) | loss: 4.831382 | lrm: 1.00 | dt: 93ms | tok/sec: 1,402,087 | mfu: 35.7% | epoch: 1 | remaining: 172s    
step 00099 (4.6%) | loss: 4.819965 | lrm: 1.00 | dt: 95ms | tok/sec: 1,378,784 | mfu: 35.1% | epoch: 1 | remaining: 172s    
step 00100 (4.7%) | loss: 4.815445 | lrm: 1.00 | dt: 95ms | tok/sec: 1,386,493 | mfu: 35.3% | epoch: 1 | remaining: 171s    
step 00101 (4.7%) | loss: 4.806882 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,560 | mfu: 35.3% | epoch: 1 | remaining: 171s    
step 00102 (4.8%) | loss: 4.797957 | lrm: 1.00 | dt: 93ms | tok/sec: 1,406,334 | mfu: 35.8% | epoch: 1 | remaining: 171s    
step 00103 (4.8%) | loss: 4.785911 | lrm: 1.00 | dt: 94ms | tok/sec: 1,392,767 | mfu: 35.4% | epoch: 1 | remaining: 171s    
step 00104 (4.9%) | loss: 4.779166 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,592 | mfu: 35.5% | epoch: 1 | remaining: 171s    
step 00105 (4.9%) | loss: 4.769240 | lrm: 1.00 | dt: 94ms | tok/sec: 1,401,422 | mfu: 35.6% | epoch: 1 | remaining: 171s    
step 00106 (5.0%) | loss: 4.760452 | lrm: 1.00 | dt: 95ms | tok/sec: 1,384,719 | mfu: 35.2% | epoch: 1 | remaining: 171s    
step 00107 (5.0%) | loss: 4.751693 | lrm: 1.00 | dt: 93ms | tok/sec: 1,407,097 | mfu: 35.8% | epoch: 1 | remaining: 171s    
step 00108 (5.1%) | loss: 4.740488 | lrm: 1.00 | dt: 93ms | tok/sec: 1,406,053 | mfu: 35.8% | epoch: 1 | remaining: 171s    
step 00109 (5.1%) | loss: 4.727954 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,802 | mfu: 35.7% | epoch: 1 | remaining: 171s    
step 00110 (5.2%) | loss: 4.719035 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,549 | mfu: 35.6% | epoch: 1 | remaining: 171s    
step 00111 (5.2%) | loss: 4.713621 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,581 | mfu: 35.2% | epoch: 1 | remaining: 170s    
step 00112 (5.3%) | loss: 4.705690 | lrm: 1.00 | dt: 94ms | tok/sec: 1,391,434 | mfu: 35.4% | epoch: 1 | remaining: 170s    
step 00113 (5.3%) | loss: 4.699237 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,165 | mfu: 35.5% | epoch: 1 | remaining: 170s    
step 00114 (5.4%) | loss: 4.692497 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,680 | mfu: 35.3% | epoch: 1 | remaining: 170s    
step 00115 (5.5%) | loss: 4.684412 | lrm: 1.00 | dt: 93ms | tok/sec: 1,404,817 | mfu: 35.7% | epoch: 1 | remaining: 170s    
step 00116 (5.5%) | loss: 4.679172 | lrm: 1.00 | dt: 95ms | tok/sec: 1,376,419 | mfu: 35.0% | epoch: 1 | remaining: 170s    
step 00117 (5.6%) | loss: 4.668028 | lrm: 1.00 | dt: 94ms | tok/sec: 1,393,685 | mfu: 35.4% | epoch: 1 | remaining: 170s    
step 00118 (5.6%) | loss: 4.660884 | lrm: 1.00 | dt: 94ms | tok/sec: 1,390,941 | mfu: 35.4% | epoch: 1 | remaining: 170s    
step 00119 (5.7%) | loss: 4.653172 | lrm: 1.00 | dt: 94ms | tok/sec: 1,401,469 | mfu: 35.6% | epoch: 1 | remaining: 170s    
step 00120 (5.7%) | loss: 4.649137 | lrm: 1.00 | dt: 94ms | tok/sec: 1,388,686 | mfu: 35.3% | epoch: 1 | remaining: 170s    
step 00121 (5.8%) | loss: 4.641464 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,721 | mfu: 35.3% | epoch: 1 | remaining: 170s    
step 00122 (5.8%) | loss: 4.632307 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,556 | mfu: 35.5% | epoch: 1 | remaining: 169s    
step 00123 (5.9%) | loss: 4.619246 | lrm: 1.00 | dt: 95ms | tok/sec: 1,380,820 | mfu: 35.1% | epoch: 1 | remaining: 169s    
step 00124 (5.9%) | loss: 4.612126 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,680 | mfu: 35.9% | epoch: 1 | remaining: 169s    
step 00125 (6.0%) | loss: 4.601883 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,375 | mfu: 35.6% | epoch: 1 | remaining: 169s    
step 00126 (6.0%) | loss: 4.589117 | lrm: 1.00 | dt: 95ms | tok/sec: 1,375,362 | mfu: 35.0% | epoch: 1 | remaining: 169s    
step 00127 (6.1%) | loss: 4.582451 | lrm: 1.00 | dt: 93ms | tok/sec: 1,411,023 | mfu: 35.9% | epoch: 1 | remaining: 169s    
step 00128 (6.1%) | loss: 4.574244 | lrm: 1.00 | dt: 95ms | tok/sec: 1,386,238 | mfu: 35.3% | epoch: 1 | remaining: 169s    
step 00129 (6.2%) | loss: 4.561909 | lrm: 1.00 | dt: 94ms | tok/sec: 1,393,067 | mfu: 35.4% | epoch: 1 | remaining: 169s    
step 00130 (6.2%) | loss: 4.554919 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,805 | mfu: 35.2% | epoch: 1 | remaining: 169s    
step 00131 (6.3%) | loss: 4.543863 | lrm: 1.00 | dt: 94ms | tok/sec: 1,392,968 | mfu: 35.4% | epoch: 1 | remaining: 169s    
step 00132 (6.3%) | loss: 4.539322 | lrm: 1.00 | dt: 93ms | tok/sec: 1,410,031 | mfu: 35.9% | epoch: 1 | remaining: 168s    
step 00133 (6.4%) | loss: 4.532019 | lrm: 1.00 | dt: 94ms | tok/sec: 1,392,372 | mfu: 35.4% | epoch: 1 | remaining: 168s    
step 00134 (6.4%) | loss: 4.520706 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,590 | mfu: 35.8% | epoch: 1 | remaining: 168s    
step 00135 (6.5%) | loss: 4.519030 | lrm: 1.00 | dt: 93ms | tok/sec: 1,404,444 | mfu: 35.7% | epoch: 1 | remaining: 168s    
step 00136 (6.6%) | loss: 4.506356 | lrm: 1.00 | dt: 95ms | tok/sec: 1,378,366 | mfu: 35.1% | epoch: 1 | remaining: 168s    
step 00137 (6.6%) | loss: 4.496871 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,487 | mfu: 35.7% | epoch: 1 | remaining: 168s    
step 00138 (6.7%) | loss: 4.482179 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,560 | mfu: 35.2% | epoch: 1 | remaining: 168s    
step 00139 (6.7%) | loss: 4.472922 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,745 | mfu: 35.7% | epoch: 1 | remaining: 168s    
step 00140 (6.8%) | loss: 4.459754 | lrm: 1.00 | dt: 95ms | tok/sec: 1,383,593 | mfu: 35.2% | epoch: 1 | remaining: 168s    
step 00141 (6.8%) | loss: 4.449565 | lrm: 1.00 | dt: 95ms | tok/sec: 1,384,771 | mfu: 35.2% | epoch: 1 | remaining: 168s    
step 00142 (6.9%) | loss: 4.442198 | lrm: 1.00 | dt: 93ms | tok/sec: 1,404,642 | mfu: 35.7% | epoch: 1 | remaining: 168s    
step 00143 (6.9%) | loss: 4.436159 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,368 | mfu: 35.3% | epoch: 1 | remaining: 167s    
step 00144 (7.0%) | loss: 4.427426 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,512 | mfu: 35.7% | epoch: 1 | remaining: 167s    
step 00145 (7.0%) | loss: 4.419535 | lrm: 1.00 | dt: 112ms | tok/sec: 1,174,636 | mfu: 29.9% | epoch: 1 | remaining: 167s    
step 00146 (7.1%) | loss: 4.413160 | lrm: 1.00 | dt: 91ms | tok/sec: 1,448,036 | mfu: 36.8% | epoch: 1 | remaining: 167s    
step 00147 (7.1%) | loss: 4.403398 | lrm: 1.00 | dt: 92ms | tok/sec: 1,422,873 | mfu: 36.2% | epoch: 1 | remaining: 167s    
step 00148 (7.2%) | loss: 4.399841 | lrm: 1.00 | dt: 93ms | tok/sec: 1,411,998 | mfu: 35.9% | epoch: 1 | remaining: 167s    
step 00149 (7.2%) | loss: 4.391859 | lrm: 1.00 | dt: 92ms | tok/sec: 1,425,205 | mfu: 36.2% | epoch: 1 | remaining: 167s    
