experiment_start=2026-07-12T21:13:51Z description=test intermediate 96K batch
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011267 | lrm: 1.00 | dt: 2599ms | tok/sec: 37,824 | mfu: 1.1% | epoch: 1 | remaining: 180s    
step 00001 (0.0%) | loss: 8.896092 | lrm: 1.00 | dt: 73ms | tok/sec: 1,353,709 | mfu: 37.9% | epoch: 1 | remaining: 180s    
step 00002 (0.0%) | loss: 8.537955 | lrm: 1.00 | dt: 75ms | tok/sec: 1,319,185 | mfu: 36.9% | epoch: 1 | remaining: 180s    
step 00003 (0.0%) | loss: 8.106403 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,638 | mfu: 36.1% | epoch: 1 | remaining: 180s    
step 00004 (0.0%) | loss: 7.725131 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,171 | mfu: 36.4% | epoch: 1 | remaining: 180s    
step 00005 (0.0%) | loss: 7.420591 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,837 | mfu: 36.2% | epoch: 1 | remaining: 180s    
step 00006 (0.0%) | loss: 7.184948 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,456 | mfu: 36.2% | epoch: 1 | remaining: 180s    
step 00007 (0.0%) | loss: 6.981959 | lrm: 1.00 | dt: 75ms | tok/sec: 1,310,510 | mfu: 36.7% | epoch: 1 | remaining: 180s    
step 00008 (0.0%) | loss: 6.812160 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,238 | mfu: 36.4% | epoch: 1 | remaining: 180s    
step 00009 (0.0%) | loss: 6.675045 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,639 | mfu: 36.1% | epoch: 1 | remaining: 180s    
step 00010 (0.0%) | loss: 6.556994 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,729 | mfu: 36.2% | epoch: 1 | remaining: 180s    
step 00011 (0.0%) | loss: 6.453603 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,476 | mfu: 36.0% | epoch: 1 | remaining: 180s    
step 00012 (0.0%) | loss: 6.365143 | lrm: 1.00 | dt: 87ms | tok/sec: 1,125,718 | mfu: 31.5% | epoch: 1 | remaining: 180s    
step 00037 (1.1%) | loss: 5.566856 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,673 | mfu: 35.9% | epoch: 1 | remaining: 178s    
step 00038 (1.2%) | loss: 5.553509 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,218 | mfu: 35.5% | epoch: 1 | remaining: 178s    
step 00039 (1.2%) | loss: 5.542381 | lrm: 1.00 | dt: 79ms | tok/sec: 1,249,744 | mfu: 35.0% | epoch: 1 | remaining: 178s    
step 00040 (1.3%) | loss: 5.529861 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,763 | mfu: 35.7% | epoch: 1 | remaining: 178s    
step 00041 (1.3%) | loss: 5.517537 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,637 | mfu: 35.9% | epoch: 1 | remaining: 178s    
step 00042 (1.4%) | loss: 5.505243 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,930 | mfu: 36.1% | epoch: 1 | remaining: 177s    
step 00043 (1.4%) | loss: 5.490883 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,124 | mfu: 36.1% | epoch: 1 | remaining: 177s    
step 00044 (1.4%) | loss: 5.480869 | lrm: 1.00 | dt: 78ms | tok/sec: 1,264,190 | mfu: 35.4% | epoch: 1 | remaining: 177s    
step 00045 (1.5%) | loss: 5.471602 | lrm: 1.00 | dt: 79ms | tok/sec: 1,242,891 | mfu: 34.8% | epoch: 1 | remaining: 177s    
step 00046 (1.5%) | loss: 5.451886 | lrm: 1.00 | dt: 79ms | tok/sec: 1,247,875 | mfu: 34.9% | epoch: 1 | remaining: 177s    
step 00047 (1.6%) | loss: 5.441723 | lrm: 1.00 | dt: 78ms | tok/sec: 1,252,534 | mfu: 35.0% | epoch: 1 | remaining: 177s    
step 00048 (1.6%) | loss: 5.432568 | lrm: 1.00 | dt: 78ms | tok/sec: 1,267,282 | mfu: 35.5% | epoch: 1 | remaining: 177s    
step 00049 (1.7%) | loss: 5.421916 | lrm: 1.00 | dt: 78ms | tok/sec: 1,267,434 | mfu: 35.5% | epoch: 1 | remaining: 177s    
step 00050 (1.7%) | loss: 5.407273 | lrm: 1.00 | dt: 75ms | tok/sec: 1,304,515 | mfu: 36.5% | epoch: 1 | remaining: 177s    
step 00051 (1.7%) | loss: 5.394315 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,773 | mfu: 36.1% | epoch: 1 | remaining: 177s    
step 00052 (1.8%) | loss: 5.381576 | lrm: 1.00 | dt: 77ms | tok/sec: 1,280,682 | mfu: 35.8% | epoch: 1 | remaining: 177s    
step 00053 (1.8%) | loss: 5.370186 | lrm: 1.00 | dt: 77ms | tok/sec: 1,278,410 | mfu: 35.8% | epoch: 1 | remaining: 177s    
step 00054 (1.9%) | loss: 5.356761 | lrm: 1.00 | dt: 77ms | tok/sec: 1,273,266 | mfu: 35.6% | epoch: 1 | remaining: 177s    
step 00055 (1.9%) | loss: 5.345314 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,909 | mfu: 36.1% | epoch: 1 | remaining: 176s    
step 00056 (2.0%) | loss: 5.336572 | lrm: 1.00 | dt: 76ms | tok/sec: 1,288,784 | mfu: 36.1% | epoch: 1 | remaining: 176s    
step 00057 (2.0%) | loss: 5.325524 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,071 | mfu: 35.9% | epoch: 1 | remaining: 176s    
step 00058 (2.0%) | loss: 5.312221 | lrm: 1.00 | dt: 77ms | tok/sec: 1,274,041 | mfu: 35.6% | epoch: 1 | remaining: 176s    
step 00059 (2.1%) | loss: 5.301222 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,392 | mfu: 35.7% | epoch: 1 | remaining: 176s    
step 00060 (2.1%) | loss: 5.294011 | lrm: 1.00 | dt: 78ms | tok/sec: 1,254,378 | mfu: 35.1% | epoch: 1 | remaining: 176s    
step 00061 (2.2%) | loss: 5.287387 | lrm: 1.00 | dt: 77ms | tok/sec: 1,278,402 | mfu: 35.8% | epoch: 1 | remaining: 176s    
step 00062 (2.2%) | loss: 5.274911 | lrm: 1.00 | dt: 77ms | tok/sec: 1,275,851 | mfu: 35.7% | epoch: 1 | remaining: 176s    
step 00063 (2.3%) | loss: 5.264042 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,006 | mfu: 36.0% | epoch: 1 | remaining: 176s    
step 00064 (2.3%) | loss: 5.252985 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,581 | mfu: 36.0% | epoch: 1 | remaining: 176s    
step 00065 (2.3%) | loss: 5.241959 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,963 | mfu: 36.2% | epoch: 1 | remaining: 176s    
step 00066 (2.4%) | loss: 5.233518 | lrm: 1.00 | dt: 77ms | tok/sec: 1,280,853 | mfu: 35.8% | epoch: 1 | remaining: 176s    
step 00067 (2.4%) | loss: 5.222718 | lrm: 1.00 | dt: 77ms | tok/sec: 1,278,862 | mfu: 35.8% | epoch: 1 | remaining: 176s    
step 00068 (2.5%) | loss: 5.212346 | lrm: 1.00 | dt: 77ms | tok/sec: 1,280,968 | mfu: 35.8% | epoch: 1 | remaining: 175s    
step 00069 (2.5%) | loss: 5.197757 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,552 | mfu: 36.0% | epoch: 1 | remaining: 175s    
step 00070 (2.6%) | loss: 5.185079 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,311 | mfu: 36.0% | epoch: 1 | remaining: 175s    
step 00071 (2.6%) | loss: 5.174667 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,529 | mfu: 36.1% | epoch: 1 | remaining: 175s    
step 00072 (2.6%) | loss: 5.164834 | lrm: 1.00 | dt: 77ms | tok/sec: 1,280,666 | mfu: 35.8% | epoch: 1 | remaining: 175s    
step 00073 (2.7%) | loss: 5.153101 | lrm: 1.00 | dt: 77ms | tok/sec: 1,271,542 | mfu: 35.6% | epoch: 1 | remaining: 175s    
step 00074 (2.7%) | loss: 5.139987 | lrm: 1.00 | dt: 78ms | tok/sec: 1,259,232 | mfu: 35.2% | epoch: 1 | remaining: 175s    
step 00075 (2.8%) | loss: 5.130049 | lrm: 1.00 | dt: 91ms | tok/sec: 1,076,062 | mfu: 30.1% | epoch: 1 | remaining: 175s    
step 00076 (2.8%) | loss: 5.122530 | lrm: 1.00 | dt: 75ms | tok/sec: 1,310,490 | mfu: 36.7% | epoch: 1 | remaining: 175s    
step 00077 (2.9%) | loss: 5.116290 | lrm: 1.00 | dt: 76ms | tok/sec: 1,298,885 | mfu: 36.3% | epoch: 1 | remaining: 175s    
step 00078 (2.9%) | loss: 5.105791 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,351 | mfu: 36.2% | epoch: 1 | remaining: 175s    
step 00079 (2.9%) | loss: 5.094187 | lrm: 1.00 | dt: 76ms | tok/sec: 1,295,351 | mfu: 36.2% | epoch: 1 | remaining: 175s    
step 00080 (3.0%) | loss: 5.084231 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,412 | mfu: 36.2% | epoch: 1 | remaining: 175s    
step 00081 (3.0%) | loss: 5.067585 | lrm: 1.00 | dt: 78ms | tok/sec: 1,263,268 | mfu: 35.3% | epoch: 1 | remaining: 174s    
step 00082 (3.1%) | loss: 5.054270 | lrm: 1.00 | dt: 78ms | tok/sec: 1,259,586 | mfu: 35.2% | epoch: 1 | remaining: 174s    
step 00083 (3.1%) | loss: 5.045669 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,784 | mfu: 36.1% | epoch: 1 | remaining: 174s    
step 00084 (3.2%) | loss: 5.038974 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,715 | mfu: 36.1% | epoch: 1 | remaining: 174s    
step 00085 (3.2%) | loss: 5.030548 | lrm: 1.00 | dt: 76ms | tok/sec: 1,298,934 | mfu: 36.3% | epoch: 1 | remaining: 174s    
step 00086 (3.2%) | loss: 5.021944 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,578 | mfu: 36.1% | epoch: 1 | remaining: 174s    
step 00087 (3.3%) | loss: 5.009143 | lrm: 1.00 | dt: 78ms | tok/sec: 1,263,767 | mfu: 35.4% | epoch: 1 | remaining: 174s    
step 00088 (3.3%) | loss: 4.996812 | lrm: 1.00 | dt: 78ms | tok/sec: 1,266,337 | mfu: 35.4% | epoch: 1 | remaining: 174s    
step 00089 (3.4%) | loss: 4.989563 | lrm: 1.00 | dt: 78ms | tok/sec: 1,257,550 | mfu: 35.2% | epoch: 1 | remaining: 174s    
step 00090 (3.4%) | loss: 4.980209 | lrm: 1.00 | dt: 78ms | tok/sec: 1,266,243 | mfu: 35.4% | epoch: 1 | remaining: 174s    
step 00091 (3.5%) | loss: 4.972134 | lrm: 1.00 | dt: 77ms | tok/sec: 1,275,882 | mfu: 35.7% | epoch: 1 | remaining: 174s    
step 00092 (3.5%) | loss: 4.961446 | lrm: 1.00 | dt: 77ms | tok/sec: 1,283,504 | mfu: 35.9% | epoch: 1 | remaining: 174s    
step 00093 (3.5%) | loss: 4.949344 | lrm: 1.00 | dt: 76ms | tok/sec: 1,295,408 | mfu: 36.2% | epoch: 1 | remaining: 174s    
step 00094 (3.6%) | loss: 4.943261 | lrm: 1.00 | dt: 78ms | tok/sec: 1,265,237 | mfu: 35.4% | epoch: 1 | remaining: 173s    
step 00095 (3.6%) | loss: 4.928366 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,108 | mfu: 35.9% | epoch: 1 | remaining: 173s    
step 00096 (3.7%) | loss: 4.920552 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,495 | mfu: 35.7% | epoch: 1 | remaining: 173s    
step 00097 (3.7%) | loss: 4.907218 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,038 | mfu: 36.1% | epoch: 1 | remaining: 173s    
step 00098 (3.8%) | loss: 4.895105 | lrm: 1.00 | dt: 75ms | tok/sec: 1,304,928 | mfu: 36.5% | epoch: 1 | remaining: 173s    
step 00099 (3.8%) | loss: 4.889266 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,256 | mfu: 35.9% | epoch: 1 | remaining: 173s    
step 00100 (3.8%) | loss: 4.878015 | lrm: 1.00 | dt: 78ms | tok/sec: 1,255,624 | mfu: 35.1% | epoch: 1 | remaining: 173s    
step 00101 (3.9%) | loss: 4.868885 | lrm: 1.00 | dt: 78ms | tok/sec: 1,257,780 | mfu: 35.2% | epoch: 1 | remaining: 173s    
step 00102 (3.9%) | loss: 4.855474 | lrm: 1.00 | dt: 77ms | tok/sec: 1,269,288 | mfu: 35.5% | epoch: 1 | remaining: 173s    
step 00103 (4.0%) | loss: 4.845910 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,978 | mfu: 36.0% | epoch: 1 | remaining: 173s    
step 00104 (4.0%) | loss: 4.832905 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,283 | mfu: 36.0% | epoch: 1 | remaining: 173s    
step 00105 (4.1%) | loss: 4.822998 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,328 | mfu: 36.1% | epoch: 1 | remaining: 173s    
step 00106 (4.1%) | loss: 4.815757 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,938 | mfu: 36.1% | epoch: 1 | remaining: 173s    
step 00107 (4.1%) | loss: 4.807799 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,479 | mfu: 35.7% | epoch: 1 | remaining: 172s    
step 00108 (4.2%) | loss: 4.802674 | lrm: 1.00 | dt: 77ms | tok/sec: 1,278,890 | mfu: 35.8% | epoch: 1 | remaining: 172s    
step 00109 (4.2%) | loss: 4.791278 | lrm: 1.00 | dt: 88ms | tok/sec: 1,123,320 | mfu: 31.4% | epoch: 1 | remaining: 172s    
step 00110 (4.3%) | loss: 4.783809 | lrm: 1.00 | dt: 75ms | tok/sec: 1,314,760 | mfu: 36.8% | epoch: 1 | remaining: 172s    
step 00111 (4.3%) | loss: 4.770216 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,906 | mfu: 36.0% | epoch: 1 | remaining: 172s    
step 00112 (4.4%) | loss: 4.760843 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,925 | mfu: 35.9% | epoch: 1 | remaining: 172s    
step 00113 (4.4%) | loss: 4.758055 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,850 | mfu: 36.0% | epoch: 1 | remaining: 172s    
step 00114 (4.4%) | loss: 4.748998 | lrm: 1.00 | dt: 76ms | tok/sec: 1,295,188 | mfu: 36.2% | epoch: 1 | remaining: 172s    
step 00115 (4.5%) | loss: 4.736950 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,520 | mfu: 36.0% | epoch: 1 | remaining: 172s    
step 00116 (4.5%) | loss: 4.724861 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,159 | mfu: 35.8% | epoch: 1 | remaining: 172s    
step 00117 (4.6%) | loss: 4.715563 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,013 | mfu: 35.7% | epoch: 1 | remaining: 172s    
step 00118 (4.6%) | loss: 4.706908 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,668 | mfu: 36.2% | epoch: 1 | remaining: 172s    
step 00119 (4.7%) | loss: 4.696154 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,603 | mfu: 36.2% | epoch: 1 | remaining: 172s    
step 00120 (4.7%) | loss: 4.686847 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,732 | mfu: 36.3% | epoch: 1 | remaining: 171s    
step 00121 (4.7%) | loss: 4.681528 | lrm: 1.00 | dt: 78ms | tok/sec: 1,257,439 | mfu: 35.2% | epoch: 1 | remaining: 171s    
step 00122 (4.8%) | loss: 4.678177 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,324 | mfu: 35.9% | epoch: 1 | remaining: 171s    
step 00123 (4.8%) | loss: 4.664802 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,490 | mfu: 36.1% | epoch: 1 | remaining: 171s    
step 00124 (4.9%) | loss: 4.651373 | lrm: 1.00 | dt: 76ms | tok/sec: 1,299,159 | mfu: 36.3% | epoch: 1 | remaining: 171s    
step 00125 (4.9%) | loss: 4.645363 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,864 | mfu: 35.9% | epoch: 1 | remaining: 171s    
step 00126 (4.9%) | loss: 4.632428 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,661 | mfu: 36.4% | epoch: 1 | remaining: 171s    
step 00127 (5.0%) | loss: 4.620228 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,512 | mfu: 36.0% | epoch: 1 | remaining: 171s    
step 00128 (5.0%) | loss: 4.607384 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,862 | mfu: 36.0% | epoch: 1 | remaining: 171s    
step 00129 (5.1%) | loss: 4.602701 | lrm: 1.00 | dt: 76ms | tok/sec: 1,288,929 | mfu: 36.1% | epoch: 1 | remaining: 171s    
step 00130 (5.1%) | loss: 4.592721 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,358 | mfu: 35.9% | epoch: 1 | remaining: 171s    
step 00131 (5.2%) | loss: 4.576098 | lrm: 1.00 | dt: 75ms | tok/sec: 1,305,085 | mfu: 36.5% | epoch: 1 | remaining: 171s    
step 00132 (5.2%) | loss: 4.569057 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,383 | mfu: 36.0% | epoch: 1 | remaining: 171s    
step 00133 (5.2%) | loss: 4.563874 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,208 | mfu: 36.4% | epoch: 1 | remaining: 170s    
step 00134 (5.3%) | loss: 4.557490 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,064 | mfu: 36.0% | epoch: 1 | remaining: 170s    
step 00135 (5.3%) | loss: 4.553273 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,847 | mfu: 35.8% | epoch: 1 | remaining: 170s    
step 00136 (5.4%) | loss: 4.544440 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,749 | mfu: 36.0% | epoch: 1 | remaining: 170s    
step 00137 (5.4%) | loss: 4.538352 | lrm: 1.00 | dt: 81ms | tok/sec: 1,214,014 | mfu: 34.0% | epoch: 1 | remaining: 170s    
step 00138 (5.5%) | loss: 4.519785 | lrm: 1.00 | dt: 75ms | tok/sec: 1,304,618 | mfu: 36.5% | epoch: 1 | remaining: 170s    
step 00139 (5.5%) | loss: 4.520488 | lrm: 1.00 | dt: 77ms | tok/sec: 1,274,723 | mfu: 35.7% | epoch: 1 | remaining: 170s    
step 00140 (5.5%) | loss: 4.512820 | lrm: 1.00 | dt: 77ms | tok/sec: 1,272,143 | mfu: 35.6% | epoch: 1 | remaining: 170s    
step 00141 (5.6%) | loss: 4.501497 | lrm: 1.00 | dt: 77ms | tok/sec: 1,272,139 | mfu: 35.6% | epoch: 1 | remaining: 170s    
step 00142 (5.6%) | loss: 4.499411 | lrm: 1.00 | dt: 78ms | tok/sec: 1,255,234 | mfu: 35.1% | epoch: 1 | remaining: 170s    
step 00143 (5.7%) | loss: 4.487583 | lrm: 1.00 | dt: 77ms | tok/sec: 1,283,608 | mfu: 35.9% | epoch: 1 | remaining: 170s    
step 00144 (5.7%) | loss: 4.475951 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,718 | mfu: 36.4% | epoch: 1 | remaining: 170s    
step 00145 (5.8%) | loss: 4.464540 | lrm: 1.00 | dt: 77ms | tok/sec: 1,280,161 | mfu: 35.8% | epoch: 1 | remaining: 170s    
step 00146 (5.8%) | loss: 4.454319 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,618 | mfu: 35.7% | epoch: 1 | remaining: 169s    
step 00147 (5.8%) | loss: 4.446316 | lrm: 1.00 | dt: 78ms | tok/sec: 1,263,384 | mfu: 35.3% | epoch: 1 | remaining: 169s    
step 00148 (5.9%) | loss: 4.446923 | lrm: 1.00 | dt: 78ms | tok/sec: 1,263,860 | mfu: 35.4% | epoch: 1 | remaining: 169s    
step 00149 (5.9%) | loss: 4.440249 | lrm: 1.00 | dt: 77ms | tok/sec: 1,280,141 | mfu: 35.8% | epoch: 1 | remaining: 169s    
